start_time,end_time,duration,mean_pitch,median_pitch,midi_note,note_name,solfege
57.89315192743764,58.049886621315196,0.1567346938775529,62.1627516065325,62.1425895690918,35,B1,ti
58.05569160997732,58.671020408163265,0.6153287981859421,140.33690650440823,140.51443481445312,49,C#3,do#
58.6768253968254,59.25151927437642,0.5746938775510202,162.1771019744873,167.51763916015625,52,E3,mi
59.25732426303855,60.662131519274375,1.4048072562358271,132.6190401242103,121.79283905029297,48,C3,do
60.66793650793651,60.87691609977324,0.2089795918367301,191.19638164623365,248.3785858154297,55,G3,so
60.9059410430839,62.42684807256236,1.5209070294784581,170.81081641309615,167.87075805664062,53,F3,fa
62.43265306122449,63.33823129251701,0.905578231292516,169.1812779128931,186.61720275878906,52,E3,mi
63.344036281179136,68.1447619047619,4.800725623582771,185.2066206678676,186.88412475585938,54,F#3,fa#
68.15056689342404,68.27827664399094,0.12770975056689338,61.98251309602157,61.984832763671875,35,B1,ti
68.30149659863946,69.90367346938775,1.6021768707482948,100.56292863701225,93.34223937988281,43,G2,so
69.99074829931973,70.06621315192744,0.07546485260770908,464.4878365652902,472.4757843017578,70,A#4,la#
70.07201814058956,70.57124716553288,0.4992290249433182,116.69294159987876,124.30199432373047,46,A#2,la#
70.6292970521542,70.80344671201814,0.17414965986394293,123.95159272224673,123.97303009033203,47,B2,ti
70.84408163265306,70.9601814058957,0.1160997732426381,124.18224516369048,124.22606658935547,47,B2,ti
70.96598639455782,73.53759637188209,2.5716099773242718,1206.9598256703969,1225.0,86,D6,re
